bill_id,state,year,cluster_id,confidence,keywords,mga_topic
1798401,MD,2024,0,0.9665,"employee, employer, employment, labor, work",employee
1837969,MD,2024,21,0.9709,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1837986,MD,2024,12,0.9359,"energy, electric, commission, company, public",energy
1812261,MD,2024,40,0.9284,"board, dental, health, license, practice",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1829832,MD,2024,2,0.9197,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1842185,MD,2024,12,0.9457,"energy, electric, commission, company, public",energy
1835542,MD,2024,21,0.9611,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1829131,MD,2024,43,0.9172,"sports, racing, commission, fund, athletic",gaming and gambling; horses; sports and recreation
1829146,MD,2024,30,0.9529,"food, program, department, health, school","clams; crabs; dietitians and nutritionists; food insecurity; meat, poultry, and seafood; milk products; oysters; restaurants; vending machines; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health"
1835535,MD,2024,12,0.9669,"energy, electric, commission, company, public",energy
1826319,MD,2024,36,0.9328,"vehicle, speed, highway, monitoring, administration",vehicle
1829845,MD,2024,8,0.9605,"property, mortgage, loan, real, sale",property
1812216,MD,2024,2,0.9647,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1825020,MD,2024,43,0.92,"sports, racing, commission, fund, athletic",gaming and gambling; horses; sports and recreation
1797783,MD,2024,41,0.9454,"county, law, public, commission, house",county
1798026,MD,2024,13,0.9543,"person, law, criminal, court, sexual",person
1824631,MD,2024,5,0.9526,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1839280,MD,2024,5,0.9797,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1817782,MD,2024,41,0.9549,"county, law, public, commission, house",county
1835759,MD,2024,36,0.9513,"vehicle, speed, highway, monitoring, administration",vehicle
1797853,MD,2024,9,0.9603,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842234,MD,2024,13,0.955,"person, law, criminal, court, sexual",person
1797916,MD,2024,41,0.9316,"county, law, public, commission, house",county
1829795,MD,2024,12,0.9443,"energy, electric, commission, company, public",energy
1797691,MD,2024,19,0.9509,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1829812,MD,2024,32,0.9603,"license, county, alcoholic, beverages, alcoholic beverages","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1840462,MD,2024,37,0.9657,"transportation, county, transit, administration, authority",aircraft; airports; bicycles; boats and ships; bridges and tunnels; buses; commuters; for-hire driving; highways; mass transit; trucks; motor vehicle rentals; motor vehicles; railroads; ridesharing and carsharing; school buses; taxicabs
1835562,MD,2024,42,0.9447,"department, license, oyster, person, natural",department
1840527,MD,2024,47,0.9737,"license, wine, class, holder, beer",license
1817805,MD,2024,41,0.9385,"county, law, public, commission, house",county
1827949,MD,2024,14,0.9638,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1798071,MD,2024,5,0.9531,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1837949,MD,2024,12,0.939,"energy, electric, commission, company, public",energy
1812304,MD,2024,17,0.9553,"person, drug, law, health, substance",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842263,MD,2024,20,0.9643,"election, board, campaign, law, voter",election
1797804,MD,2024,7,0.9677,"property, county, tenant, landlord, department",property
1798358,MD,2024,42,0.939,"department, license, oyster, person, natural",department
1826437,MD,2024,20,0.9737,"election, board, campaign, law, voter",election
1824735,MD,2024,6,0.9531,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1835574,MD,2024,45,0.9144,"department, water, county, environment, house","aquaculture; chesapeake bay; coastal bays; pollution; natural resources; riparian rights; rivers, streams, and lakes; swimming pools; utilities; washington suburban sanitary district; wastewater; water pollution; waterway improvement fund; wells; administrative agencies"
1840474,MD,2024,42,0.9414,"department, license, oyster, person, natural",department
1826358,MD,2024,37,0.9541,"transportation, county, transit, administration, authority",aircraft; airports; bicycles; boats and ships; bridges and tunnels; buses; commuters; for-hire driving; highways; mass transit; trucks; motor vehicle rentals; motor vehicles; railroads; ridesharing and carsharing; school buses; taxicabs
1797687,MD,2024,21,0.967,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798088,MD,2024,14,0.9587,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1798122,MD,2024,13,0.9752,"person, law, criminal, court, sexual",person
1812312,MD,2024,3,0.9515,"vehicle, person, motor, administration, driver",vehicle
1798067,MD,2024,26,0.9698,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1817813,MD,2024,46,0.9756,"bonds, county, loan, matching, matching fund",bail; county and baltimore city bonds; public debt; securities; state bonds
1840531,MD,2024,7,0.9751,"property, county, tenant, landlord, department",property
1835718,MD,2024,29,0.9687,"child, court, law, department, parent",child
1797812,MD,2024,10,0.9312,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1848678,MD,2024,45,0.9656,"department, water, county, environment, house","aquaculture; chesapeake bay; coastal bays; pollution; natural resources; riparian rights; rivers, streams, and lakes; swimming pools; utilities; washington suburban sanitary district; wastewater; water pollution; waterway improvement fund; wells; administrative agencies"
1847562,MD,2024,9,0.9623,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1797957,MD,2024,28,0.9311,"retirement, income, member, service, pension",mandatory retirement
1826421,MD,2024,22,0.9665,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1798175,MD,2024,20,0.9745,"election, board, campaign, law, voter",election
1821833,MD,2024,0,0.9629,"employee, employer, employment, labor, work",employee
1839150,MD,2024,13,0.9654,"person, law, criminal, court, sexual",person
1829853,MD,2024,13,0.965,"person, law, criminal, court, sexual",person
1824762,MD,2024,20,0.9581,"election, board, campaign, law, voter",election
1829150,MD,2024,28,0.9719,"retirement, income, member, service, pension",mandatory retirement
1840566,MD,2024,33,0.9688,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1827908,MD,2024,41,0.914,"county, law, public, commission, house",county
1798030,MD,2024,32,0.9583,"license, county, alcoholic, beverages, alcoholic beverages","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1837908,MD,2024,12,0.9381,"energy, electric, commission, company, public",energy
1797795,MD,2024,13,0.9721,"person, law, criminal, court, sexual",person
1825036,MD,2024,13,0.9661,"person, law, criminal, court, sexual",person
1842222,MD,2024,26,0.9681,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1797845,MD,2024,3,0.9555,"vehicle, person, motor, administration, driver",vehicle
1817794,MD,2024,10,0.9568,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798319,MD,2024,14,0.9023,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1797900,MD,2024,9,0.9719,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1838038,MD,2024,26,0.961,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1842170,MD,2024,1,0.9147,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1832788,MD,2024,20,0.9768,"election, board, campaign, law, voter",election
1812294,MD,2024,15,0.972,"firearm, person, handgun, law, secretary",firearm
1837973,MD,2024,9,0.9594,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1797701,MD,2024,7,0.9706,"property, county, tenant, landlord, department",property
1821848,MD,2024,5,0.971,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1837836,MD,2024,13,0.9658,"person, law, criminal, court, sexual",person
1829828,MD,2024,26,0.9754,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1832767,MD,2024,7,0.9496,"property, county, tenant, landlord, department",property
1826374,MD,2024,5,0.9686,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1835558,MD,2024,2,0.9626,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1827836,MD,2024,26,0.9724,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1820023,MD,2024,19,0.9524,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1798227,MD,2024,28,0.9623,"retirement, income, member, service, pension",mandatory retirement
1838043,MD,2024,20,0.9642,"election, board, campaign, law, voter",election
1835671,MD,2024,25,0.9498,"electronic, person, law, information, public",electronic
1842259,MD,2024,5,0.9527,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1813606,MD,2024,36,0.9659,"vehicle, speed, highway, monitoring, administration",vehicle
1835734,MD,2024,33,0.9475,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1797994,MD,2024,6,0.928,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1832858,MD,2024,26,0.957,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1798362,MD,2024,14,0.9455,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1837924,MD,2024,33,0.9524,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1827924,MD,2024,41,0.9479,"county, law, public, commission, house",county
1842127,MD,2024,49,0.9407,"board, health, school, education, physical","administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health; accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1832675,MD,2024,13,0.9673,"person, law, criminal, court, sexual",person
1826289,MD,2024,41,0.9623,"county, law, public, commission, house",county
1827861,MD,2024,0,0.9644,"employee, employer, employment, labor, work",employee
1813597,MD,2024,15,0.9723,"firearm, person, handgun, law, secretary",firearm
1832730,MD,2024,26,0.9655,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1826323,MD,2024,5,0.9594,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1837861,MD,2024,41,0.9423,"county, law, public, commission, house",county
1798159,MD,2024,10,0.9491,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1835626,MD,2024,23,0.9173,"lottery, video, video lottery, county, gaming","awards, medals, and prizes; gaming and gambling; cameras; deepfakes; recordings; surveillance; television"
1797886,MD,2024,41,0.9565,"county, law, public, commission, house",county
1838014,MD,2024,32,0.92,"license, county, alcoholic, beverages, alcoholic beverages","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1817757,MD,2024,17,0.955,"person, drug, law, health, substance",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1834488,MD,2024,5,0.9499,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1798335,MD,2024,14,0.9408,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1839310,MD,2024,19,0.944,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1820131,MD,2024,20,0.9724,"election, board, campaign, law, voter",election
1835763,MD,2024,21,0.9656,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1797869,MD,2024,5,0.9466,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1827898,MD,2024,1,0.9364,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1826270,MD,2024,21,0.9409,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1832663,MD,2024,17,0.9461,"person, drug, law, health, substance",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842131,MD,2024,14,0.9502,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1827932,MD,2024,33,0.9334,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1839185,MD,2024,19,0.9608,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1829886,MD,2024,13,0.9506,"person, law, criminal, court, sexual",person
1837898,MD,2024,33,0.9796,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1837932,MD,2024,5,0.9468,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1797740,MD,2024,40,0.898,"board, dental, health, license, practice",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1829869,MD,2024,1,0.9628,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1837877,MD,2024,2,0.9438,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1826335,MD,2024,33,0.9535,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1832726,MD,2024,7,0.9593,"property, county, tenant, landlord, department",property
1827877,MD,2024,12,0.9421,"energy, electric, commission, company, public",energy
1817741,MD,2024,7,0.942,"property, county, tenant, landlord, department",property
1798266,MD,2024,5,0.9592,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1838002,MD,2024,0,0.9295,"employee, employer, employment, labor, work",employee
1797890,MD,2024,7,0.956,"property, county, tenant, landlord, department",property
1835630,MD,2024,14,0.9512,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1842218,MD,2024,5,0.9583,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1832819,MD,2024,5,0.9552,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1798323,MD,2024,10,0.9472,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1824867,MD,2024,0,0.9616,"employee, employer, employment, labor, work",employee
1837965,MD,2024,5,0.9263,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1827965,MD,2024,29,0.9741,"child, court, law, department, parent",child
1829078,MD,2024,21,0.9493,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842166,MD,2024,5,0.9818,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1858838,MD,2024,7,0.9712,"property, county, tenant, landlord, department",property
